Conversation ID,DateTime Conversation Started,DateTime Conversation Resolved,Contact ID,Assignee,Number of Outgoing Messages,Number of Incoming Messages,DateTime First Response,Conversation Category,Closing Note Summary,Closed By,First Response Time,Resolution Time,First Assignee,Closed By Source,Closed By Team,Opened By Source,Opened By Channel,First Assignment Timestamp,First Response By,Last Assignment Timestamp,Last Assignee,Time to First Assignment,First Assignment to First Response Time,Last Assignment to Response Time,First Assignment to Close Time,Last Assignment to Close Time,Average Response Time,Number of Assignments,Number of Responses
1735125557435998,2024-12-25 12:19:17,2024-12-25 12:32:30,242203471,475775,3,2,2024-12-25 12:29:36,To follow up,"Heya o weldha ezouz baathou des messages",475775,00:10:18,00:13:13,475775,user,23536,contact,345296,2024-12-25 12:19:30,475775,2024-12-25 12:19:30,475775,00:00:13,00:10:07,00:10:05,00:13:00,00:13:00,00:10:18,1,1
1734809166130998,2024-12-21 20:26:06,2024-12-25 11:05:47,241413990,475779,12,3,2024-12-23 09:21:18,Future Lead,future lead,475779,12:55:11,14:39:41,475779,user,23536,contact,322607,2024-12-21 20:26:19,475779,2024-12-21 20:26:19,475779,00:00:13,12:55:00,12:54:58,14:39:28,14:39:28,01:46:08,1,3
1738325219902998,2025-01-31 13:06:59,2025-02-02 12:15:23,250644332,475775,5,5,2025-01-31 13:41:40,To follow up,"Lundi nshalah",475775,00:34:40,23:08:23,475775,user,23536,contact,322607,2025-01-31 13:07:09,475775,2025-01-31 13:07:09,475775,00:00:09,00:34:31,00:34:31,23:08:13,23:08:13,00:34:40,1,1
1731066341593998,2024-11-08 12:45:41,2024-12-20 12:02:48,231405232,475779,3,3,2024-11-08 12:52:06,Cancelled,no reply,475779,00:06:24,23:17:07,475779,user,23536,contact,322607,2024-11-08 12:45:54,475779,2024-11-08 12:45:54,475779,00:00:13,00:06:14,00:06:11,23:16:54,23:16:54,10:40:11,1,2
1731255775155998,2024-11-10 17:22:55,2024-12-20 12:03:01,231906665,475779,1,0,,Cancelled,no reply,475779,,18:40:06,475779,user,23536,ctc_ads,345296,2024-11-10 17:23:02,,2024-11-10 17:23:02,475779,00:00:07,,,18:39:59,18:39:59,,1,0
1734688095427541,2024-12-20 10:48:15,2024-12-20 12:13:00,238298369,475775,1,0,,To follow up,Will be closed by 14:30,475775,,01:24:45,475775,user,23536,user,322607,2024-12-20 10:48:15,,2024-12-20 10:48:15,475775,,,,01:24:45,01:24:45,,0,0
1734694090189499,2024-12-20 12:28:10,2024-12-20 12:30:23,238298369,475775,1,0,,To follow up,Will close him 14:30,475775,,00:02:12,475775,user,23536,user,322607,2024-12-20 12:28:10,,2024-12-20 12:28:10,475775,,,,00:02:12,00:02:12,,0,0
1731458993280998,2024-11-13 01:49:53,2024-11-13 09:15:19,232465343,475779,1,1,,,,415649,,07:25:26,475779,blocked,,contact,322607,2024-11-13 01:50:03,,2024-11-13 01:50:03,475779,00:00:10,,,07:25:16,07:25:16,,1,0
1738262353568998,2025-01-30 19:39:13,2025-02-01 09:44:45,249173051,475779,3,2,2025-01-31 09:56:36,Unqualified,<10 moyenne,475779,14:17:22,14:05:31,475779,user,23536,contact,322607,2025-01-30 19:39:13,475779,2025-01-30 19:39:13,475779,,14:17:22,14:17:22,14:05:31,14:05:31,08:25:34,0,2
1731167908801998,2024-11-09 16:58:28,2024-11-18 10:49:18,231678110,475779,1,1,2024-11-11 14:13:37,Unqualified,9.5 moyenne,475779,21:15:08,17:50:49,475779,user,23536,ctc_ads,345296,2024-11-09 16:58:37,475779,2024-11-09 16:58:37,475779,00:00:08,21:15:00,21:14:59,17:50:41,17:50:41,21:12:31,1,1
1731271725661998,2024-11-10 21:48:45,2024-11-18 10:44:01,231934663,475779,3,2,2024-11-11 10:38:08,Cancelled,did not reply,475779,12:49:23,12:55:15,475779,user,23536,contact,322607,2024-11-10 21:48:57,475779,2024-11-10 21:48:57,475779,00:00:12,12:49:12,12:49:10,12:55:03,12:55:03,12:49:23,1,1
1731510055181998,2024-11-13 16:00:55,2024-11-18 12:10:45,232611489,475779,2,1,2024-11-13 16:45:38,Cancelled,no reply,475779,00:44:43,20:09:50,475779,user,23536,ctc_ads,345296,2024-11-13 16:01:00,475779,2024-11-13 16:01:00,475779,00:00:05,00:44:38,00:44:37,20:09:44,20:09:44,00:42:55,1,1
1731414475746998,2024-11-12 13:27:55,2024-11-18 12:10:58,232332676,475779,2,1,2024-11-13 13:58:51,Cancelled,no reply,475779,00:30:55,22:43:03,475779,user,23536,contact,345296,2024-11-12 13:28:04,475779,2024-11-12 13:28:04,475779,00:00:08,00:30:48,00:30:46,22:42:54,22:42:54,00:30:55,1,1
1731187416546998,2024-11-09 22:23:36,2024-11-18 12:11:11,231728491,475779,2,1,2024-11-09 22:28:17,Cancelled,no reply,475779,00:04:41,13:47:34,475779,user,23536,ctc_ads,345296,2024-11-09 22:23:49,475779,2024-11-09 22:23:49,475779,00:00:13,00:04:28,00:04:27,13:47:21,13:47:21,00:04:18,1,1
1731494711407998,2024-11-13 11:45:11,2024-11-18 12:11:40,232543428,475779,2,0,,Cancelled,no reply,475779,,00:26:28,475779,user,23536,ctc_ads,345296,2024-11-13 11:45:21,,2024-11-13 11:45:21,475779,00:00:09,,,00:26:19,00:26:19,,1,0
1731455787737998,2024-11-13 00:56:27,2024-11-18 12:12:02,232460643,475779,2,0,,Cancelled,no reply,475779,,11:15:34,475779,user,23536,ctc_ads,345296,2024-11-13 00:56:37,,2024-11-13 00:56:37,475779,00:00:10,,,11:15:24,11:15:24,,1,0
1731442613484998,2024-11-12 21:16:53,2024-11-18 12:12:18,232434497,475779,2,0,,Cancelled,no reply,475779,,14:55:25,475779,user,23536,ctc_ads,345296,2024-11-12 21:17:03,,2024-11-12 21:17:03,475779,00:00:09,,,14:55:15,14:55:15,,1,0
1738325360266998,2025-01-31 13:09:20,2025-02-21 15:17:02,250644695,475779,6,4,2025-02-20 09:07:22,To follow up,"Called her she said she's not available now and she will call me back",475779,19:58:02,02:07:42,475779,user,23536,ctc_ads,322607,2025-01-31 13:09:31,475779,2025-01-31 13:09:31,475779,00:00:11,19:57:52,19:57:51,02:07:31,02:07:31,19:58:02,1,1
1738252550486998,2025-01-30 16:55:50,2025-02-21 16:09:23,250493973,475779,20,13,2025-01-31 09:42:33,Cancelled,out of her budget,475779,16:46:43,23:13:33,475779,user,23536,contact,322607,2025-01-30 16:56:00,475779,2025-01-30 16:56:00,475779,00:00:10,16:46:34,16:46:32,23:13:22,23:13:22,08:45:26,1,6
1740131541952998,2025-02-21 10:52:21,2025-02-21 11:12:31,256490595,475775,22,16,2025-02-21 10:53:59,Unqualified,>10 fel math,475775,00:01:37,00:20:09,475775,user,23536,contact,322607,2025-02-21 10:52:32,475775,2025-02-21 10:52:32,475775,00:00:10,00:01:28,00:01:27,00:19:59,00:19:59,00:00:41,1,10
1738345250798998,2025-01-31 18:40:50,2025-02-21 15:38:53,250730702,475779,13,15,2025-02-19 14:05:30,To follow up,"might reach out",475779,19:24:40,20:58:03,475779,user,23536,contact,322607,2025-01-31 18:41:00,415649,2025-01-31 18:41:00,475779,00:00:09,19:24:32,19:24:30,20:57:53,20:57:53,22:38:07,1,5
1734266160158998,2024-12-15 13:36:00,2024-12-16 16:53:07,238298369,475775,7,11,2024-12-16 11:45:34,To follow up,"Jew bahdheya les parents, bkodret rabi marbouha",475775,22:09:34,03:17:07,475775,user,23536,contact,322607,2024-12-15 13:36:00,415266,2024-12-15 13:36:00,475775,,22:09:34,22:09:34,03:17:07,03:17:07,09:02:03,0,3
1734109880276998,2024-12-13 18:11:20,2024-12-16 11:47:57,239670080,475775,2,4,2024-12-16 11:47:23,To follow up,"Bac 2025 , c'est fedy",415266,17:36:02,17:36:36,475775,user,23513,contact,322607,2024-12-13 18:11:20,415266,2024-12-13 18:11:20,475775,,17:36:02,17:36:02,17:36:36,17:36:36,17:36:02,0,1
1734180503516998,2024-12-14 13:48:23,2024-12-16 12:17:34,238089395,475775,5,4,2024-12-16 11:46:32,To follow up,Besh nkalmou lyoum,415266,21:58:08,22:29:11,475775,user,23513,contact,345296,2024-12-14 13:48:23,415266,2024-12-14 13:48:23,475775,,21:58:08,21:58:08,22:29:11,22:29:11,23:02:53,0,2
1734364548492998,2024-12-16 16:55:48,2024-12-16 17:23:36,238298369,475775,1,1,,To follow up,"ll mara 1000 ncloseha l conversation",475775,,00:27:47,475775,user,23536,contact,322607,2024-12-16 16:55:48,,2024-12-16 16:55:48,475775,,,,00:27:47,00:27:47,,0,0
1732718488765998,2024-11-27 15:41:28,2024-12-03 15:27:58,235977015,475775,14,10,2024-11-27 15:43:34,To follow up,"WhatsApp personnel",475775,00:02:05,23:46:29,475775,user,23536,contact,345296,2024-11-27 15:41:37,475775,2024-11-27 15:41:37,475775,00:00:08,00:01:57,00:01:57,23:46:21,23:46:21,02:54:33,1,6
1738954697578998,2025-02-07 19:58:17,2025-02-08 10:36:27,252893146,475775,0,2,,Unqualified,"Already in Malaysia",475775,,14:38:10,475775,user,23536,contact,322607,2025-02-07 19:58:24,,2025-02-07 19:58:24,475775,00:00:07,,,14:38:02,14:38:02,,1,0
1736779358515998,2025-01-13 15:42:38,2025-01-21 11:45:26,245840003,475779,9,6,2025-01-13 16:55:34,Lead Unresponsive,no reply,475779,01:12:56,20:02:48,475779,user,23536,contact,322607,2025-01-13 15:42:47,475779,2025-01-13 15:42:47,475779,00:00:09,01:12:48,01:12:47,20:02:38,20:02:38,01:20:09,1,4
1737063120653998,2025-01-16 22:32:00,2025-01-21 11:43:14,246729850,475779,10,7,2025-01-17 09:40:35,To follow up,bac 2025 contacted on whats also,475779,11:08:35,13:11:13,475779,user,23536,contact,322607,2025-01-16 22:32:10,475779,2025-01-16 22:32:10,475779,00:00:09,11:08:26,11:08:25,13:11:03,13:11:03,03:22:51,1,4
1736682239321998,2025-01-12 12:43:59,2025-01-21 11:43:49,245640241,475779,3,1,2025-01-13 10:51:39,Lead Unresponsive,no reply,475779,22:07:40,22:59:50,475779,user,23536,contact,322607,2025-01-12 12:44:13,475779,2025-01-12 12:44:13,475779,00:00:13,22:07:28,22:07:26,22:59:36,22:59:36,22:07:40,1,1
1736678925698998,2025-01-12 11:48:45,2025-01-21 11:44:08,245627897,475779,3,1,2025-01-13 10:52:02,Lead Unresponsive,no reply,475779,23:03:16,23:55:22,475779,user,23536,contact,322607,2025-01-12 11:48:54,475779,2025-01-12 11:48:54,475779,00:00:08,23:03:09,23:03:08,23:55:14,23:55:14,23:03:16,1,1
1736659092478998,2025-01-12 06:18:12,2025-01-21 11:44:39,245570528,475779,12,10,2025-01-12 09:59:12,Lead Unresponsive,no reply,475779,03:40:59,05:26:27,475779,user,23536,contact,322607,2025-01-12 06:18:22,475779,2025-01-12 06:18:22,475779,00:00:09,03:40:51,03:40:49,05:26:17,05:26:17,05:06:24,1,5
1736667008041998,2025-01-12 08:30:08,2025-01-21 11:45:00,245594809,475779,8,3,2025-01-13 10:31:48,Lead Unresponsive,no reply,475779,02:01:40,03:14:52,475779,user,23536,contact,322607,2025-01-12 08:30:16,475779,2025-01-12 08:30:16,475779,00:00:08,02:01:33,02:01:31,03:14:43,03:14:43,08:59:14,1,3
1731311053980998,2024-11-11 08:44:13,2024-11-12 10:56:58,231996669,475779,1,1,,,,415649,,02:12:44,475779,blocked,,contact,322607,2024-11-11 08:44:22,,2024-11-11 08:44:22,475779,00:00:08,,,02:12:35,02:12:35,,1,0
1735223880091992,2024-12-26 15:38:00,2024-12-30 11:17:32,242224974,475779,2,1,,Future Lead,future,475779,,19:39:32,475779,user,23536,user,322607,2024-12-26 15:38:00,,2024-12-26 15:38:00,475779,,,,19:39:32,19:39:32,,0,0
1735223897680035,2024-12-26 15:38:17,2024-12-30 11:16:54,241413990,475779,2,1,,Future Lead,future,475779,,19:38:36,475779,user,23536,user,322607,2024-12-26 15:38:17,,2024-12-26 15:38:17,475779,,,,19:38:36,19:38:36,,0,0
1735315095978998,2024-12-27 16:58:15,2024-12-30 12:24:32,242428846,475775,3,1,2024-12-30 12:23:54,Spam,"APU asking for details",475775,19:25:38,19:26:16,475775,user,23536,contact,322607,2024-12-27 16:58:15,475775,2024-12-27 16:58:15,475775,,19:25:38,19:25:38,19:26:16,19:26:16,19:25:38,0,1
1736336657204998,2025-01-08 12:44:17,2025-01-08 12:51:43,244432753,475775,5,3,2025-01-08 12:44:55,To follow up,Will give him some time to think.,475775,00:00:38,00:07:26,475775,user,23536,contact,322607,2025-01-08 12:44:17,475775,2025-01-08 12:44:17,475775,,00:00:38,00:00:38,00:07:26,00:07:26,00:02:20,0,2
1736334590492573,2025-01-08 12:09:50,2025-01-08 12:10:35,244432753,475775,3,0,,To follow up,Bac technique 12 de moyenne,475775,,00:00:44,475775,user,23536,user,322607,2025-01-08 12:09:50,,2025-01-08 12:09:50,475775,,,,00:00:44,00:00:44,,0,0
1736023979257998,2025-01-04 21:52:59,2025-01-08 10:04:16,244055565,475779,4,2,2025-01-06 09:24:10,Lead Unresponsive,no reply,475779,11:31:10,12:11:16,475779,user,23536,contact,322607,2025-01-04 21:53:09,475779,2025-01-04 21:53:09,475779,00:00:10,11:31:01,11:31:00,12:11:06,12:11:06,11:31:10,1,1
1736286712782998,2025-01-07 22:51:52,2025-01-08 23:22:44,244666293,475779,16,10,2025-01-08 10:03:04,To follow up,bac 2025 will come back,475779,11:11:11,00:30:51,475779,user,23536,contact,345296,2025-01-07 22:52:00,475779,2025-01-07 22:52:00,475779,00:00:07,11:11:05,11:11:04,00:30:44,00:30:44,02:51:38,1,5
1734606993429998,2024-12-19 12:16:33,2024-12-19 15:46:01,241006846,475775,12,16,2024-12-19 12:18:08,To follow up,"Bac 2024 f Spain, ena fel discovery mesh houa",475775,00:01:34,03:29:27,475775,user,23536,contact,322607,2024-12-19 12:16:43,475775,2024-12-19 12:16:43,475775,00:00:10,00:01:25,00:01:24,03:29:17,03:29:17,00:30:26,1,5
1733876394138998,2024-12-11 01:19:54,2024-12-19 12:05:30,239010334,475779,3,5,2024-12-11 10:25:03,Cancelled,no reply,475779,09:05:09,10:45:36,475779,user,23536,contact,322607,2024-12-11 01:20:03,475779,2024-12-11 01:20:03,475779,00:00:09,09:05:00,09:04:59,10:45:27,10:45:27,04:46:51,1,2
1734606202535297,2024-12-19 12:03:22,2024-12-19 12:03:51,232277322,475775,0,0,,Cancelled,"no response",475779,,00:00:29,475775,user,23536,user,,2024-12-19 12:03:22,,2024-12-19 12:03:22,475775,,,,00:00:29,00:00:29,,0,0
1731483003849998,2024-11-13 08:30:03,2024-12-19 12:04:44,232507653,475779,5,3,,Cancelled,"no response",475779,,03:34:41,475779,user,23536,ctc_ads,345296,2024-11-13 08:30:11,,2024-11-13 08:30:11,475779,00:00:07,,06:01:21,03:34:33,03:34:33,08:31:08,1,2
1733383816469998,2024-12-05 08:30:16,2024-12-19 11:58:07,237565587,475779,29,27,2024-12-05 19:49:00,To follow up,closed,475779,11:18:44,03:27:50,475779,user,23536,contact,322607,2024-12-05 08:30:27,475779,2024-12-05 08:30:27,475779,00:00:10,11:18:34,11:18:33,03:27:40,03:27:40,20:43:41,1,13
1734616566390600,2024-12-19 14:56:06,2024-12-19 14:56:25,233559880,475775,1,0,,To follow up,"Student Admin fees",475775,,00:00:18,475775,user,23536,user,322607,2024-12-19 14:56:06,,2024-12-19 14:56:06,475775,,,,00:00:18,00:00:18,,0,0
1734534370047368,2024-12-18 16:06:10,2024-12-19 09:30:00,238298369,475775,1,1,,To follow up,"Will close him tomorrow.",475775,,17:23:50,475775,user,23536,user,322607,2024-12-18 16:06:10,,2024-12-18 16:06:10,475775,,,,17:23:50,17:23:50,,0,0
1740913970495998,2025-03-02 12:12:50,2025-03-03 09:00:25,258702714,475779,0,1,,Spam,"spam",475779,,20:47:34,475779,user,23536,contact,355501,2025-03-02 12:13:00,,2025-03-02 12:13:00,475779,00:00:10,,,20:47:24,20:47:24,,1,0
1740780778640998,2025-02-28 23:12:58,2025-03-03 09:33:37,258397159,475775,1,1,,To follow up,Tik tok message closed,475775,,10:20:38,475775,user,23536,contact,355501,2025-02-28 23:13:08,,2025-02-28 23:13:08,475775,00:00:09,,,10:20:29,10:20:29,,1,0
1740821210494998,2025-03-01 10:26:50,2025-03-03 09:01:17,258470663,475779,0,1,,Spam,spam,475779,,22:34:26,475779,user,23536,contact,355501,2025-03-01 10:27:02,,2025-03-01 10:27:02,475779,00:00:11,,,22:34:15,22:34:15,,1,0
1740047776728722,2025-02-20 11:36:16,2025-03-03 12:20:02,251452795,475775,26,21,,To follow up,"Will call him 
Perhaps EEE Master's degree",475775,,00:43:45,475775,user,23536,user,322607,2025-02-20 11:36:16,,2025-02-20 11:36:16,475775,,,00:03:11,00:43:45,00:43:45,05:06:02,0,12
1740603488241998,2025-02-26 21:58:08,2025-03-03 11:34:41,257865439,475775,11,9,2025-02-27 09:57:37,To follow up,Bac 2026,475775,11:59:29,13:36:33,475775,user,23536,contact,322607,2025-02-26 21:58:16,475775,2025-02-26 21:58:16,475775,00:00:08,11:59:23,11:59:21,13:36:25,13:36:25,13:07:51,1,6
1740736312731998,2025-02-28 10:51:52,2025-03-03 10:53:47,258225580,475775,22,18,2025-02-28 11:01:00,To follow up,.,475775,00:09:07,00:01:54,475775,user,23536,contact,322607,2025-02-28 10:52:03,475775,2025-02-28 10:52:03,475775,00:00:11,00:08:58,00:08:56,00:01:43,00:01:43,05:45:19,1,11
1740699712901998,2025-02-28 00:41:52,2025-03-03 09:35:11,258160766,475775,7,5,2025-02-28 10:22:23,To follow up,Waiting for a phone call.,475775,09:40:30,08:53:18,475775,user,23536,contact,322607,2025-02-28 00:42:03,475775,2025-02-28 00:42:03,475775,00:00:11,09:40:19,09:40:19,08:53:07,08:53:07,02:26:17,1,4
1732524492861998,2024-11-25 09:48:12,2024-11-25 11:03:49,233559880,475775,6,3,2024-11-25 09:58:51,To follow up,"I will close them both.",475775,00:10:38,01:15:36,475775,user,23536,contact,322607,2024-11-25 09:48:12,475775,2024-11-25 09:48:12,475775,,00:10:38,00:10:38,01:15:36,01:15:36,00:05:47,0,2
1732393409754998,2024-11-23 21:23:29,2024-11-25 11:04:04,235135883,475775,13,12,2024-11-25 00:21:38,To follow up,"Coming ll bureau lyoum.",475775,02:58:08,13:40:34,475775,user,23536,contact,322607,2024-11-23 21:23:38,475775,2024-11-23 21:23:38,475775,00:00:09,02:58:00,02:57:59,13:40:25,13:40:25,06:06:17,1,6
1732489287782998,2024-11-25 00:01:27,2024-11-25 11:02:44,235297921,475775,3,3,2024-11-25 00:20:54,To follow up,"Coming to the office today",475775,00:19:26,11:01:16,475775,user,23536,contact,345296,2024-11-25 00:01:43,475775,2024-11-25 00:01:43,475775,00:00:15,00:19:11,00:19:10,11:01:00,11:01:00,00:19:26,1,1
1731099452300998,2024-11-08 21:57:32,2024-11-21 11:34:19,231534842,475779,20,11,,Cancelled,no reply,475779,,13:36:47,475779,user,23536,ctc_ads,345296,2024-11-08 21:57:43,,2024-11-08 21:57:43,475779,00:00:11,,12:23:04,13:36:36,13:36:36,00:06:41,1,6
1731197889260998,2024-11-10 01:18:09,2024-11-21 11:40:22,231740697,475779,1,0,,Cancelled,no reply,475779,,10:22:12,475779,user,23536,ctc_ads,345296,2024-11-10 01:18:19,,2024-11-10 01:18:19,475779,00:00:10,,,10:22:02,10:22:02,,1,0
1731126948938998,2024-11-09 05:35:48,2024-11-21 11:40:39,231602709,475779,1,0,,Cancelled,no reply,475779,,06:04:50,475779,user,23536,ctc_ads,345296,2024-11-09 05:35:57,,2024-11-09 05:35:57,475779,00:00:08,,,06:04:41,06:04:41,,1,0
1731350556499998,2024-11-11 19:42:36,2024-11-21 11:41:04,232179089,475779,10,7,2024-11-12 09:05:13,To follow up,follow up,475779,13:22:36,15:58:27,475779,user,23536,ctc_ads,345296,2024-11-11 19:42:43,475779,2024-11-11 19:42:43,475779,00:00:07,13:22:30,13:22:29,15:58:20,15:58:20,04:55:08,1,3
1731361241937998,2024-11-11 22:40:41,2024-11-21 11:43:25,232205641,475779,1,0,,Cancelled,"no reply",475779,,13:02:44,475779,user,23536,ctc_ads,345296,2024-11-11 22:40:52,,2024-11-11 22:40:52,475779,00:00:10,,,13:02:33,13:02:33,,1,0
1731410171463998,2024-11-12 12:16:11,2024-11-21 11:44:04,232320706,475779,3,2,,Cancelled,"no reply",475779,,23:27:52,475779,user,23536,ctc_ads,345296,2024-11-12 12:16:21,,2024-11-12 12:16:21,475779,00:00:10,,21:02:42,23:27:42,23:27:42,16:33:54,1,1
1731502687619998,2024-11-13 13:58:07,2024-11-21 11:46:48,232570246,475779,2,0,,Cancelled,"no reply",475779,,21:48:41,475779,user,23536,ctc_ads,345296,2024-11-13 13:58:16,,2024-11-13 13:58:16,475779,00:00:08,,,21:48:32,21:48:32,,1,0
1731505552755998,2024-11-13 14:45:52,2024-11-21 11:47:09,232580308,475779,1,0,,Cancelled,no reply,475779,,21:01:16,475779,user,23536,ctc_ads,345296,2024-11-13 14:46:01,,2024-11-13 14:46:01,475779,00:00:08,,,21:01:08,21:01:08,,1,0
1731369999153998,2024-11-12 01:06:39,2024-11-21 11:41:26,232222620,475779,1,0,,Cancelled,no reply,475779,,10:34:47,475779,user,23536,ctc_ads,345296,2024-11-12 01:06:45,,2024-11-12 01:06:45,475779,00:00:06,,,10:34:40,10:34:40,,1,0
